height,txid,prev_block,prevTxID,prevTxOutIndex,scriptSig
13306,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,12643,5295be71bbf3e5c3893bdd9bf5b059af99e1043eaff82b8b5d19d46b33fcd029,0,48304502204502947a56e22bee0c6b3f287dc5d51560ec38628389cbbc0412a1efb5483e40022100e7e3fe3228689018fde49c4e4c176696fa0ba2ed3e9673d794b27d667d1b79e701
13306,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,13147,d95ce6c82f50f0b09a632e43c9f091d07aa1aa2bb68ff2df9e44daa7e8e4738a,0,4830450220417e2b26c98965eeb99630b9cb7ff61a1a2362c66262e647f0fcc0aa3fa05425022100cba1e1b55798b2641eabed34c48d9e7ec30a746ee4496a692ce68040e7b0f31801
13306,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,12747,5c232f4b8b16a7ce735186bc39d9ce6e82d1a86f3b16aa9aba6741ebff291a6c,0,4930460221008a25ddfdd824996a555b68691b062f55376f6eb2b50f4515b9646bbe32ebedac022100bb33144fc3538f7ef9f369bd5172d0042aab205874b86920dd8cd2cb74ef8d4801
13306,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,12875,7708aeb9362e5e517345debff5b6b4cf47605767c55c4c9c0a3fdfad15e71687,0,483045022100f3e9c670c24bc4c2ef712f301d55774c517b62a3174cafac9fc668f613357431022040ccec3d12b69d3d486d29143b2089f3d5471a4cd6fbea6a574c0936a7e1478d01
13306,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,12907,62323a237885065a5b66dbc0c17197f8d29ffc55c49bc0b6c755bafe0a5b60d5,0,493046022100ed8931d5b04af20f0098f7b7f4b0ebbdf5027115b22ca42168f101936deaee67022100fc9db798d833533ef0afdb22f8c1f379120c8e1521f0497443e413202e115cc901
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13245,018908ec7f6706bb7bded5d648c31cea1df1bb6483fe2b6cc875063cf1939511,0,483045022100d69f14d48823bd5b03b82b5cdeb2682b8b157e5640b5c5c6450115cb0e87fb8a02201ccc81a3362b0e0dddbfcd6d600d2f2e0d7252e51356f866f0020cf8d87ae8c401
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,12629,fabebce42d665bcf6a4ce3f5ea196452adf4e6b0a3859174256f5536d1f04a3b,0,48304502201271a97a369c647b26f1a5c3ea86dacfc54e7663f716863077a56386bfc276f4022100e841f07d2846046753289577f284b9b668a7a1cafac45e7de635e0a49fca433701
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13198,36281350ab9d238d9bd5160454c035307b8336e1e98c31de197ca2d1813dc03e,0,483045022100dd4b30c9932ac71b9d6b69daecffdd3b2fec01caaa6a8506cf392f3d4e5c128a022054c8c5269ae644e0d2e12c50328fab4cdf0ac74aef8216f7c06775d40a6e49b501
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13199,3415603dd2ab2f00f2c1f7747fbd2d70dc1e34cebb0b8e0460a4117f8fd0ce67,0,48304502200d21d4c204673ccd80609ac4fff626c574f9769ffec80d51e2f6e3455f9a142e02210088f0905b5057f0afd19f8a96c37e9a27e460635237b4a1cd67579cfcd54ea0a601
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13243,1766130011de1a8c0715b848c5b72d54ee26270e9f02d76b7ba7c7d85778d06f,0,4830450221009a530958f3f51bbd965a38f8f48d2cca9e5d977b695d241fcd41257b2613d6e202204dc3217d794bef1aa696c636addc674e371d6f551f1a79968705f6f20fa6f27501
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,12902,44f4abc975b5104d22cfe8491625dd8e3fe27475f10852a37024dc5e56e58e76,0,493046022100ea3391627c97f362847a9c3936d6dcce81aaf30aca6092d1a7d62c0c592fbce702210093acb8e84b279c67d8b401372e7879cd1a01f7316e72ee49ced6c564fe59d95b01
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13291,d09aecd3a9906ca25307305ccbbcab7ad65c84183725aed703cc5410b881a8bf,0,483045022100a0e565f04e7c9c8a55bc8fa397514276bb53905bf17d5928519c3f86c8312f7d022031c01982aa8a2a86d10440218b0ade7f31e6b98b07b7c7154a5353f41f7e9c3501
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13248,79f458fadcf26f7f649e3476e7719f8f6787ef049a0d5b9f55590ca1ff150dc3,0,493046022100f9bb00b1996b3a28fb54d791cca39b8423e3fc8c5f1d0ead7eeab54a0ee36252022100b557bb63ec2d29730c6e3b21d48e2d8be36e6b5712930a4e6c0739df23c9b5eb01
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,12942,e68554338a85c59e72fe2b46398c61a32c0b0c9521968b2a909e6de2153c04ef,0,48304502204497240fb6c6bee45793315ac8c900e90addd8ba8940074f27c67905a5acb44b02210084b8de668604cfdc6e64355b6e10939aa7a1e5bf26157ce2c77ff5feec56293e01
13443,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,13270,388833a91a69d024bfc1984e1cd3ac5e595751e6a32019fc1b2995e63cb87eff,0,4930460221009fe635b99ad39620943efe81bf28eabc9d9ed48e329cb528ee673d6cd4bcbfef022100f1da954455556719e5fa85b07ee575a9e22e0ec5207dd52940693e507b1a3da201
14047,72776c25f0b994d2c05c26f48f503bb730dafa57f3d8b7cda2254c70025229aa,13885,eb56b6fb8e3ef08ff10b47925cb3b6735d9a67551406ea28fcdce065ceb3cf5c,0,493046022100e6932b74635fb878485be6132cf7ebcb3ed9fec08a4c8e9fb23d16e04bfc7572022100e3968918143fe9b17973120d600150ecdde06a9da9c2cab7bbe01b636fad307f01
14047,72776c25f0b994d2c05c26f48f503bb730dafa57f3d8b7cda2254c70025229aa,13879,053dbb54e5e4d5cd1bc35ec8860843d557adfb7821339fa2dcdcee8d58316f7d,0,493046022100a44b12a418c99eb91bffa7ebeaf86e4984eb4c92e51b6e06f2b2df7ddd9700950221008cf73ef7602ccaeb72db92f93f64b5a44c860e35e335028f5d2a7081bc31d07001
14295,e4e6d0b98991457d45953907369e976988da553dc09b48e75f9955db7efee5b1,13842,0f9c4f890ffd70fdf558eed6481126a71b09278623bbb34b50560b81a94e7922,0,483045022050ecc5b88587e6b2a0eafd2018d8735d7ed137f6f33b794fe3d09442ee991001022100c92d93528a08fa9eaf234cc871210c1edfa9d50a6df1317519faaaff224785ae01
14299,29a1acda5ccbfb22033f515985a83c3af28ad93cb2854fc425ec642a9f3e9738,13809,0847fef2102c202d716eb6cc80e0b5b3ce3bf6261d6a9c71875a81e98c31398a,0,493046022100f69c42456000203e38fbac5d8c3e82276bd0d2a45b0b57b772e9daa5cc40f3d2022100fee58120375d8738218b33e2b67e96f41e7c0b7c885db1cb9c242e8d438c544e01
14324,b1b0a6d77007bbaee07fb5a86eb63aadfa2772c409ba879085d2aa43019d4e5d,14295,e4e6d0b98991457d45953907369e976988da553dc09b48e75f9955db7efee5b1,1,47304402203ddff9020a08ef0d8d5df2875b8196adb9d236e1ee9eeac6098327debc378a820220178318df4fd39f49aaa1e23be9bc03178b03c3cfb7c177018a028dc73e1455d701
14324,0106b20766171631810521da688e39e8191ede576e8431791b32d7cec252d309,14324,b1b0a6d77007bbaee07fb5a86eb63aadfa2772c409ba879085d2aa43019d4e5d,0,483045022100e53cf42e0290388e63f07b5f95684322494231c4299935edec20b96a98cb674602200ba99c1ad0d326c7672fc89b8223da8d13630719d8c1b529397ce351c9fd096201
14325,d4fbb7ff4fb068186583b3e4f69c606f9bd46282060d9c8fb9493117cf926af8,14295,e4e6d0b98991457d45953907369e976988da553dc09b48e75f9955db7efee5b1,0,493046022100b43f0f44a3edeb0416253c40e3d43cbee4cd53b5e615d56098e5ce0ddc303938022100cacf626adc798f945987628e8467463cc46b8c31e4e4a859f680bd91c177e13501410465a3c76d85ff93de6c5f36d1fd89f320316a1ce6b6fa2aa4b364746221325a869af13f6239475ab739b26086edf7f0912995fdad1c9299d4c534773114986d41
14389,337be268b97a3db981432b3771a3e1fc3575f6c98ec787b444fe4f73acbc3068,13926,3ef4e084136ed1dbec7aa253722877c9a05153532925915b6db61f0780f160a5,0,483045022100d38bc612cf5bed12865bdbaa48519e5784a608e65f9354ee7b28564aa666cedd022029ccd1a5fee1a475a8bf38c9d9bf15c45ba65c32d065ece1bff0c68a90183e1e01
14389,337be268b97a3db981432b3771a3e1fc3575f6c98ec787b444fe4f73acbc3068,13931,de4ecd6b5656f2cf5c51a493558ae8f57ab8a266e42d0089ce30401649fb30e6,0,48304502205dd1f9a5d11b1b9efdb2283fefc07522d0caf532333e4d8cf4c58468725dcb090221009b3c8591c9655f1cef6fd662dd739be94797e0e67f15ff970fb21a61b797a05901
14461,4d54c5bef60bc4ff8c865405d313c45449e4dd9450e3925b04677bc096148aa1,14298,4f6390e560137021c013c8772db5bb0cc3c0d9cf2d9ba985a24fe3f83eed5ff6,0,493046022100af5b1c37aa0737d97b4d060618669c761c9caf8670b6b21bdfd021474f1f0719022100b7b0e837f57e879dcf9c7fffdda4e19766fb97ad99f7f88a966a9b38055cde4b01
14461,b4a48e2416e6e2c3bbb42a4025ad3ac9d8c2bd1f02494a3c76fd7dee9fba6f7d,14461,4d54c5bef60bc4ff8c865405d313c45449e4dd9450e3925b04677bc096148aa1,1,483045022100a3dc68e7225e45699e73235da250d897a036fc76f46e469abc0b4c5ddbdf8d03022021761e3a7e91c66e4f5d6b23170d3c2c05c13a14facb424aeebeed78820b61b301
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13543,740215c441668793783316455419e985695c96620c37a6ca87fda8dec8e81752,0,483045022100b9258bbe834167cf48e4d0d0f041d829f9813bedd5f3f11362b06105f5c9cb8d02207b1bce278af0ff0a6b95595dc7f3af9ddd26e5d14704694fe55fa19bb66d7b2401
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13567,ef7d51f8afdbd990d9c0e07e224cba474771ed0a0fd821993293a96bd35c695b,0,47304402200c043b74eee3ac8610ae7c15e662fb86bf069b1a95b8ec5db52f747501d8f0a602205f8896ae60c349e493cd42036d0e3affced7708cf592c94eda1326934f5f86e201
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13324,147bf60215d50932816a2d4333a5818f3c4ba5a6e6ce43edbeef366fd930e061,0,483045022100a79818a71b7717fe4cfa6ad2372ccd46322dd233b56c4e18e25a74f075b01a5902205c764343385d4e11f843efbc138a01269cec11001ece1223747ad712f1f0770401
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,14473,a3b584895346404330afed22888374ef42ea0aa7fa42b5f9f575127485fad367,0,493046022100bd67e090918675253c185d80418f37552fadb9fbfa3673d7ea2445cf69717a84022100a0e14070c61b7a46524e49c0748190d9ff8c1ebb3f0d8f9bdde9fbdf0df33d6f01
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13463,b311180bc60abd15869c71112cc09370ff61b5b66f0c49b2a43e3a11a182297d,0,483045022100c1946879c477a028b4d8e1df163de2262568df59570bb363f26598a06a89cc8d0220515bb592778ed6bbd34d26b94a58436d130e782df16a1b7687ed2a60817ebdd601
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13540,ed37effb999c0831b068e3bbdca007007688763ad1aa7ac95ad7bae24674d88d,0,48304502203367c9cfbb47473b61f4f6047823bca9ee28f8d7f44eca605e0dac12b54d618b022100d0976cad777de9fc01b89dcefb58b844cdf857d68b905a54b3564bb17ec5209b01
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13414,1bce7cfa33319f1d361956eac4a6f04ec05253bdfbaf0bb29e6b2958ed578a8f,0,48304502202f728199618c87780506f4d767f3ce2632abb84187923a60933682da1fd05d540221008d7b36694defe8f21949db4ed7f60f39acd4d9551aeec0bce4a4cbc7d70e09f701
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13426,12d0a230cdba5d79e2d6e5a952f1b49572e776c1e315a48d389d19f280762c9b,0,47304402207905728a053e667408b263dd8521a9dbdf00dda3a21a8c4281734e897ac22c3a02202b82e6de00fa4ed15fb971deac561a9a2b709bf4b8ba53cbad82b6d3150fc11401
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,14478,636233acb32da7ee811429999e65825b971ed73d148bd52cb6e2321538bdb0ba,0,473044022037cae1e75348496a46550c7df21d8f54e73e42441eaa8a0f4de1874f276a8b8c02200cda3383c580e42051de412d224133b7ffe24e2c62edcdaf6bc7b2c7911a292001
14604,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,13423,39ef15db4e5fc5cb9b11e50eb26e349c3db6e9e16bf8dd1b424e81ed92aefbd8,0,48304502205aef26cdc8af6e319302d6dfebd9bda317db8c56c32d695020db3df7287f6cf7022100be665e590d25f711008fa9b82b4caaf3e7f76f68ac18ab3f32e8a29bfa9ae25501
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15169,7f065b4a2a7f5393a5d1b74e8f340ac961d21bb7e8b77a59c9db580eeaf78d03,0,473044022017400142beb5fec68eb840588ebf87a11173f8f8263bde246d8133bef8a0144202203729f69cfc256362d15e52a0580030a46c6b76ca3c7292e9791b15a31d7b4c0801
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15193,7339bc8d05c4058f37e2dfe984bb26f3c44af6c722bedb6a0f409032941f440a,0,493046022100aa4aaef217c330cedbbaed5f7e10350bf747ac489dd5cc02781b7127cd23f11d022100f5cf6ad65323321546a2ef80028ad13d0cd04c273d72e53e599a9fc731484a4601
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14437,a2df3ed565a8c41a2f518b7b153ee9edfd27bc18150ffffdb73f80fc55791c0c,0,483045022100c06ab614dd24666052e1506e763984c83737519249b7d806e8746c725b46365f02205e5483757176e2a2fa24063507f5987bf01cf4b997a45a23111194fa3a9d230501
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15799,749e10fba95b7185f757c4808c06fabbadf20db8b7bb5599f65707cda464ab0d,0,48304502203219c9d1546664328952d6076fad6ac53672ab30facc862862d61d0d8f735377022100d40a6946b9640076c86fc197cec7d00f461054b39b74b70bc8740c6d78c4c6fc01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14778,ef2d93f8c6133b3e87f801b61734b219d44951f3855928c2cb398bc05f2a510e,0,483045022049d06749010781e92b575c95622fe01ba470d9e89b5184f945bad24b233240ed022100e636e18bca29f12942d7bf3080d571808dbc482854d34eacdfbaff06fb4e4f8101
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15363,34b1c272bc5fe9ae954493c54a4d4b6e72a2b1544758a20c7c92eb77c3597c10,0,47304402204077af31ede0138e77cbc84286d3e1b03d24fe59a713c4309a4da5cc0be1dd9902206a7ebdb3427c1dd258cf7a78d7f050dd99175ca5ced9113aa20defe94c294a7d01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14544,efba0e60e74143ed1543a58658cdfe34e91d49911bd1e5fe1eb88d672ff1381c,0,48304502200616c81d7d6804ffd926d3c14e46ce92b5d7a0c0c865408850379a89efa1395f022100a1b2dc3b75c1eeb9ec38d1b267a1e9ddc9d990bd5346e1e9b98a98750730be3601
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15525,fed6c61186d3f35ea01dc359da18706b890fae351dabc6b0fd10fdb15bf1ae1c,0,483045022100f9c42f02c89304b9b044c1e54210ee5277b40072867eedb01e63435f2b6a59d80220160e172d8ddcbace3b8dd5daf4f51b33876932c599a093ce44e8ffa0c096017401
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14786,16cfa64ccf6f8e4292c16a20304708a6a47daa03af1b024d7ca6a91203119323,0,483045022100fc3f1ed8345e5a79fb82acd9f14517e8c265255bcae6973013eb955af3b0bb82022063d9e2670911b7bbe7191d9e22466d548778772edef50478760e3018188300e501
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15764,1d79d1008ec8212ce89be36def8db79bb9663cb49b7fa8e753526d375addee29,0,4930460221009c80f5875889492b983b2d6768d8ff842f0de4591c7cd18f3e7f9cf869bd92da0221008c994384d7d455c4d29ad2f6baa98eeab86eea637f2d5d38a2bf93483be7982401
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15776,8dbb3ce51ec7dda0c5a3897054eb31b43b233f6da56ea9694f601e8171b2e92a,0,47304402202347202d982d5f4e60333f46b3ea9bef7574ab6702c86e632587da452e6199bd0220542c5ffa4a01608d01242c9f5123248461fa7b533685e45903d9028d8b3baa1f01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14532,6022f9e9133aa35220756ed9eddb853426d7aeb9972be612246947f96bfd3f34,0,47304402206e904084fdff0390f88b99a670b6113ff14c95bc016c0e5ded2a726e6841bd0c022030709ffab0950c2f4f045b605ebda2f4b7b5333b005bd8c5638fa2d46bb8681c01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15067,d2ca5220a0d667141e469c3948eeafc39eb6526a0f5dfc2a2c6993852d6f4235,0,4730440220161e9a3db211e54aba088a17e43667cc1c2d453bcda68da3807e68732fcc3af902202a924a82329debfeeec0b592318cd41098390544f1a82c3030a807188f911b6301
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15131,2d82fce7d78664bda99d3ad5158b1ad8b2676da0fc664a5f40ffa7cf7a36423a,0,483045022100b5f4c14f723e5be4a8303ef73ea79f99c210da787d841993cc26c02dff6893b202207d3ae1d8823484f872870d9b8dbbd2b8ffd7574b111bfd0ac3abfbd6362431a401
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14564,5e3c0cfa6d4c4cf99387b6309e5c4bc7489ea343c8f90a25407377a83873fb47,0,473044022025fa2df6508d42c4acfb79073bb686e34a92bba402b15bd3ddd1d485d5324981022056f688c7a06bab0d48ee4190c84d2c35a1b5c87600e210d14b935fe9422bea2401
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14613,572fe9dbc6f02678d5389605213c07a99f838611dcb78c148e12d7579565d549,0,483045022100b25c1fdba159cd7e07a1e863ca564fb795bbf3e177bdaf300d4bf0b402d9ff26022060f1558c303bf74ef6894a7347fa6342abdc7583a1b40639132e8bc6734a3f5101
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15206,2d668444e4bc6b4416694f6283ebd902facf3e503f85cf519fb31335ae5bac51,0,473044022100e006e5b82ad5c4426af91bf285d41410e96a05bdc6dae4ee0e47dbf455805ca3021f026e4af335c4b08da85b9b6eec839a108770de6632f219f74fc99177ca713201
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15268,6334b29b823bf5674b0bac9e0bcb08d71fd6adb86a51b4450dc8070dc61d4856,0,483045022100d2724b9ccc0dfddc10053ba6af0bf2cd9c85adfa69f3e9de8113bf61b8f93522022044ca1f7dbbc890d77858043a5ca050d8fea3fcaae7ed90c1e26696484fcd67f201
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15632,e524d9d6b1b71c70bc100fbec1d7f0a354d9e8606f12736d4d1840c81ff8fe64,0,483045022100fd4827f21312d0fde08d4c428d8af9b63e5ff00d91156561b2ecb2422f351487022054e70d7fb0eb1d0fdd909707ad3bff3f032cf9a216be415e6ec347fb7f657b5301
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14900,199dcb5bb865191dd4377fe7f6d70395b59398dd4ccec3f0e5c3de1b028c0b67,0,493046022100a20cdaf354cc7fdc129d3d30d72f5c55779e0612ed6194f10e7d1e3a55a81914022100ef280b3a7800e24587b81eaf54bc31ba9c93d5e086307310aa72dccb1b5aa96401
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14977,04b63b257fc6864ff4a5f84a4f5e6e2485962b1ce6810eca56f9b076c230a867,0,47304402205966613c983a1947e3a1be202542328ed8b19d1a5c613b70e5ff31685420e579022067c59fc419ad616058eeda5a17c00055e3fa07a791d54f105cc5acdc42c9a4ca01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15433,6ce4dfbc434afef163ff722cbd97eaed566ca67eb20176c9a90d2ce037fdd66a,0,493046022100d2caf674af3123f369a90707b274b3f3f1e6d4a2e98b50507db90d8b4ef34ad1022100ea936c92d2267526f2ca215d627bf0b62ef59e4d4dd54753b06c08d5ac12267d01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15426,ad5b9a17ee947114d5876f017d993db002e3b781b2fe58bd97135d35abf2806c,0,47304402205c38a96eb5762158eb61ac29b040d67eabc1792be9c62597b98c5939f51c27c30220375613c4ee8df9186d3ace6769951f96ff55308a0f52da11db7c84b53d0ca81301
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15717,27d8dd6f07fe6fc48106fd9be09ef2f0ac49d4f12ce4ff8f1e65a6a8ed408b73,0,47304402202cb7eef507125c3fcba8384bedc1682bddba1f640b75b8030cfc4a402cc5a0b60220761f124d373f24bd22284347e25a2a30f2782d8230aaa7071ea0458fec42bccd01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15167,836a0038bcdeac382d49153be782431fae973e4feb0a8c0245bce8e6abb91b79,0,48304502205cb5215a64f00587f52f0da16cc1a588dd9e5d4959dcdeb3034855e927d1e775022100eb3611a370c56babe1348b13cdd3aee81a1f4159c574d5e5b37b33d46e6daedc01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14702,2fafd663d620128fafd3bba12487734c2a8bc553dfda79196ea72da1a0056a79,0,47304402204fd30d16c4eac7f30ce29166ac1ea42b7e44cf64792e46c5ae87ad4400dfc88502207e3c98bec19a9a8d23b394e42570af4d1540acefe018a4a93183360d83d23c9001
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14770,5812e141deb7fc1416c86761b6504f3e72eb9817bec5cdcad910d73cb5977c79,0,483045022100d60c5cf94ff9be822d177ca0163aa9474ab9c008e72333ab787b82cf4f08750a02201ad95ed5bc162299e90632ab51c6a3c1b2ad269a8d696b9d4ee2e98c2011896901
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14907,76814300ae40200e9bd5ec63f95819670ac36dead6708d0d2abac3155be8bf7a,0,48304502207e987476405743d59eff73295c713195d9691fb9d4603d91d6db808b058cebf6022100be16774c550c015478366bf6352a845d8647b413c4fd88788a4a8ca6a6e88dfb01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15685,3f4fcab15709f234e12ed27ee9d30b4a5898cff28303e57bfd1989592ff5857b,0,47304402201ae6762d4e57c944916f3beabcb20a9eea3d4f4f75a2b40e37c1e42572efa0a6022058df13f75e3d85233e675fa4b2cb7e3a98cef3b10091935275abc7da3b5bc8a801
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14987,a889f80de31cf86fabbf6d113f1ed68a5cf6c5322226dabe153786191535de7e,0,483045022056aab45994223712cdc5065e39d7a21360f50f2d256bbe37d74df9ce07d0a3eb022100f818d76c39a08f19d06f79a473b5d3f4240d08852a5f2c72f888e6fef036693e01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15500,3b6cb17220a6d7aa682194b9daa131a9c370e12f56ec62fd929ccf60795bb580,0,48304502200d68dfde9cf9d79aac81b38b8df68011caefdf817f8aef91f5c7c1ca864a35e80221009a2f5e259280e45a5713e6abb5eced8657a8e5b85e7d87b45ccb6f2dc6a767f801
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14607,0d1bc55988907e6d733dae9e7e6e91a74c668449efc71901fb319ee975ef1c83,0,483045022100f23af48011b4e904ca53cef8c4590ac8098cf318effdc1d5b722644b61a8f5f50220247a5327ca92b35ef9a2c55a0772d5547be5dffb22b1f228d7395d5c4ee17e5301
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15348,e604427268811ec7757527b8bddacd77a99424e5417ce8fda8d0e59343675985,0,493046022100a7ac55b9bba39146e1f3b6708201432a5061297318c09d3da8aa189e0bce1c9902210088537ecefd3d04a5cfc182a4497d7f0d015216da2f63271de8ce3062ac506fff01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14703,47282fbe5b4b175c32edcf4a25f8739f9b7870e0c24103c1e078413b77c8bd89,0,48304502206c76f8087223e09c7eb088ac1d02e57a67824903ae90bbd3a1e26beea877a8a7022100d1693fef577b54959957cab597e699ba5eff5cb048146b885e21e236c28299b701
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15587,781fb923c3d29da961989268551f390e808c4f95eade2116103e86f2be19db8f,0,483045022100d5b9bc252ab847e0f1853da6cdeba04c3e689f576a0311c159a26033dc0d0494022012752b3dd89d9893eeef221dce001a854be7063112e62cd8eeb9b4fd2669b31201
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,15084,724e0b0d91a99d2e57256ba3b3765d14146a50485336d10f4e02e8b0d6787493,0,48304502200118be6009acb13b2dba2ac02e41093437f34b93aa810703e4eedddadde79c0402210094df072c60337fc932f633c4939246b9374e32eec8965232e7ec783351c792c901
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14846,4b7d4ce65522debc9671f1638a65d6a07c80a150e3f895972492112ba654ae93,0,4830450220207f25fe643f4cd7307716c4f7771d2211c50b79d23554eca1567fc4694a82ca0221009da58fd070c283adfc779bb43dbbd4abd0e32f3f83e90aae980d114a7aa66c5c01
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14565,0534aadf72de67f9cded0b6dd1721171d507c94a8300ba599cf11cf781741596,0,493046022100f033754251677edb3ff4502bb9fe6daaf5091bdeeb6f571cd5348c65422a8266022100d076ba672adda398a7ad512cf8be978943b7aa8ade07fd22b89c9babec2114c901
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14674,bf6e2d76e4a7ae17f9c512a4f838bf26b7e42eae12cfa316c972fb999f340b9f,0,493046022100dc31b033d73d2dfb87c4774f73e288fe8bb8e72d2a6b53695875d61c61a700db022100d36983536d5c828c646d31c684df421742955309b3d780653b7254a00406f3b901
15968,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,14509,99e26f451e387c8fc102b6f18fb739dfe702a494075be03a29b03f7e3d172ca4,0,473044022038cd88b724b1eed2fd09ea1cf835a1cbf9f7299c25d7db405045b25358ba162502207f1d2260da70cb48fd3c3989631c53c87837a3b5bf49fa462c922e1798566a7c01
