height,txid,is_coinbase,input_count,output_count
10330,13ec94d300e59d581e2b9e89578cb9b9dbfe46fdd16cd4bcd874ed66e6c5b8a8,1,1,1
10331,e59558f4cfd91f0304f792f7f08e7864d7c3b11ef42c8da99a6251e7abd8a05c,1,1,1
10332,044a1870bedd29febc45881412d8eb6d853c4703e7838160dde291e17be6200e,1,1,1
10333,6cea2fa8c82a90df0b6c81b7c3b028d1237eb5515d175c6a2e7611c3ee6a3242,1,1,1
10334,a22ecdc57b338f19882ffb3e63562a02d3d6d6157d5d29de4caa885acea9053e,1,1,1
10335,62181a66f69b3c384c4010fe20459aae8a906c40958eedb7256c59d530006e52,1,1,1
10336,d578675c7abf8160adfe40ad2ffa9f6e54873179ab5888c7ffbd9eef263b1431,1,1,1
10337,5e5a797d14e90ac44751bcc55027963b3f748713872fa1c5103176cad73ed99a,1,1,1
10338,4676fea4d7155e43227059e07d40061a83cfad37483dd57059f205e0a672654a,1,1,1
10339,5dfe32b463ad3862e9abe06868674beb47f9ce225218a22946d88d0a422ef7ae,1,1,1
10340,811eb1a44ff8e416f8a1c024218f215f5329bfe8586e3a89c09dc131cbb047b0,1,1,1
10341,c1d5907dd71912107c2f99ad88f2a212f3f5447de3991e58e0651bbfbc460554,1,1,1
10342,1588aa0bc3f7d3d667fd90756dfb314c91a37f1b477fed15677bf1458a767afe,1,1,1
10343,6394b7557c0073491531ef6cb62265f09dae5af21a6a45f639b9dbb7ce70d7c8,1,1,1
10344,d2875a0c1a4666452c4f5a3b926c9edf4bdec2ece10f878bb09425ce9486ce12,1,1,1
10345,30ff8a79552938529e58761625bcc4dc13af6e69134e1cbb6ba6aeca1239ffbf,1,1,1
10346,385a0bb5b9e0645c3c15a80ed7be5662b7b3e8792119428be058176bcd6c2cda,1,1,1
10347,1a930060897f14fc87b12035f668a215f15ef67ed71ed7eec0d2fcdfb3ad3f61,1,1,1
10348,90161d0269c8a113853750d46198bcc1b10365eb6f61aead40d6507658cd7fc8,1,1,1
10349,8313e079918fe8a7d4ede75a26113d77ceecc4d2b6237bdf494ff82b3e3caaec,1,1,1
10350,e33c6afa160fe79988209776ca8a1119ab427b0880ac71dbce3a2bb0efb684a3,1,1,1
10351,630cb2941dbfd117facd8a2a9e7597c23c02a089788db100fe79b992527209d8,1,1,1
10352,3bb78c87137b280ac300103107afa7c464ceb5187b9ff31d7b287f460f3b2e8f,1,1,1
10353,aa49d08f4a77547fd8b5ae60a90e46eb620ce03ccb7c7b06096be598965b4f0f,1,1,1
10354,2cd6f30dc1ffce9eb875b6bf1c845c9ccb84e5a0805ce2e033733edd12d31dd0,1,1,1
10355,4ef7f535e8dd5116f22a2a0099310915366b09dbe614c506a5281f07cc2ac23c,1,1,1
10356,6622a288261796ce1254e8c0685465a2ecc03120914e156b314c69d984fd6fca,1,1,1
10357,f69feefc73e88178821f01043efa901527cbe82ef1cd7ea802f5023ac695286d,1,1,1
10358,7433d6c642356e28e36487c17de8fe5b02e246c4b49e5ddef0930f2c0c997601,1,1,1
10359,6a5b8e50a0b4b2ef277af02a7b3cf98b719e04e4fa8473cd0388b30d5ecdb0ef,1,1,1
10360,fcf96c74fab4cad80a3e48d2932b764f5aba4c5814e0f63c8536e01f39316bb2,1,1,1
10361,05d91a0a0e0bc7c4fd04522187463bd2d28f6d2a179af8bb6c2a1b20f0400c4b,1,1,1
10362,7a9bf54b441db0a543211b12140448a498c18978c7f31e4359c2f1ba9a818ea0,1,1,1
10363,7c1d7e4a6cc889b2edb029c1b2373c6a1b87b1a13addb9e59aed6428703313c9,1,1,1
10364,9abebdeafb363701a2bb6df8afea405f15f22896baa7b9721e20345c976578c0,1,1,1
10365,77e025ca05392e19e56398c6195ee516e309ee3999d224d4e7a96d5005be7163,1,1,1
10366,40a6b056056a3c5da42d78e7ebd4e7afed56852950da06f5e7498d75b06c529c,1,1,1
10367,1f4e7df6c40ea01dfbce3ee3524558a77e6bb625b434a71da70bd719ffc5aa25,1,1,1
10368,498ff7f94ce49026d0399b88c11c63b73614a9ff2e2e78cccf5cbe99513b1e1d,1,1,1
10369,64a61056da378c20e4d1e0954dbd95ee82e75ffebaeefac4683adb42012aa64a,1,1,1
10370,6a29195fc2def3ad78bf31d68d65b5ce619e20dea7424a26ccfcd085fda49944,1,1,1
10371,ad8fd6bd35f39a53a3549441156b2b2a1e1fd9a146dac89c9bba1acc62001ee2,1,1,1
10372,bdcb63543de491003178a52b40b8d73aa3bbcdb54f364baba1b9b2a342f08438,1,1,1
10373,3f9106afc1c3ac41c300b237ee15c0fcbc851e1c0979b4fd3bbfd96333a93a24,1,1,1
10374,037e9b7c0451c00e7fb905bf6b3334fbafb060e20ae99b9fba4eb12eba78c813,1,1,1
10375,2a75234fa62185b0358e262d66f38a27dd92b925c4298bdf2e74f4ef5ba230f2,1,1,1
10376,fba3950fcbc05faacd2a27ab283f6bf7fea083d2585416503ce61d2bb6346467,1,1,1
10377,6955855df32079fe50d0657997d4b180aad902931564d8000e5a381f7e6d512d,1,1,1
10378,7012757b70ef294fe5b0b34d202da5b3e4069fd650825f9d9e4648955fc6b010,1,1,1
10379,03017b8f712288608794855466c44fc437bfdad40ca0f7b4025163bfbb60d9a2,1,1,1
10380,fc8d4e325ad2551cb7c7b3b8c500380992336db6427d9ac88084cf818d107eee,1,1,1
10381,93dfdcdce94d7f468ca95410c58b1d35b35ac375d0d123815519477e75e68f6a,1,1,1
10382,c18bc66a65e70495f5af65fa7ed14907c91e5800233337188f643d76a54cbc0f,1,1,1
10383,d8f345954a0b225bc8105f59b97d410b500ae30006728aba3fcb2c8a78d98859,1,1,1
10384,46a2cc4e3abafb21e5e9a917287e95c8aec0a429c6ace87f9f69da9394114cd1,1,1,1
10385,94244109b689c29fe348c381a43dfc3263d2abb0d0a22949376759768cc27454,1,1,1
10386,c69d072404b41798d21d294a88928d3feb042d7df881412a9a454612638be6e2,1,1,1
10387,342196898597da00009609837a97e6601241b89237e3a313b7f1d83420d6397b,1,1,1
10388,bcfeff8f20564b50fd7d93b4259a02f3112865dcdb59be8dffbde6d5780b2a53,1,1,1
10389,72ae5301bd6b9316855df4af6ed2a5a2e637070a7a223fa10240b0fc3cda6861,1,1,1
10390,3ec412909170a3557ed85de6d7fe709c9a79174d7481f8959dee2cbcaa6b935b,1,1,1
10391,ed30a9ce1c0a90db2e1a4dab2cbcce329e6c52c2db97fdaf48eaae9a5bc2780e,1,1,1
10392,480cf8b7c06488c131016c8031000be0f4d53acc48e04ad64e91a2fb16088ef8,1,1,1
10393,d34fbb68375637f6a91a0d404c7df848b8d97f211215caa3319eeb7856e9c452,1,1,1
10394,25f18dbd1a19b249aeb3d0665f6150e38badfd6d04103d2a36a3857f67ca2ba6,1,1,1
10395,c96448759f3925f786daab51623d976a97b94675be84b378b9b0ac0b8d974724,1,1,1
10396,e60a2726feffa484d5d32e58f493e05c58f991c7fc7b6623035a96d9d2b9834f,1,1,1
10397,71175b17153f3cc81df33ead443cb48a26a05864b61e6f9f2bc29a08b8305d85,1,1,1
10398,9f9e34b18a2c3e411e683a0ceb151a594f458bf852aac99e1ea54ebbfb637e93,1,1,1
10399,aa40327d7e8d86b50d76e036d5b5cf2adc7771901b8793a1e42849ee33349377,1,1,1
10400,892b631527e6564a73adb01d65b53d60df40afbd81965ee524121b60d45d5b0d,1,1,1
10401,b4cce614d14b8a8485bb9574838b1c4a0746315b83bf469b79e298952279564e,1,1,1
10402,703796cb34cc536958f3ea07d3763a5f5b5f7c87a556f4fc75f5b92a33c42c71,1,1,1
10403,835fa33314b4f1794e2d02ac24e92cc18a6bb45916f64c6399430bfb7b4fce83,1,1,1
10404,2d967bf1587a1b61f4c8eed4d770d273c514137846615b45db01671d9c7b0082,1,1,1
10405,89415fb77308e5523e5ad85b271c7b5a79c1945e28ef3600594505c6cee0bab3,1,1,1
10406,4b167ac8e8e178b6357a0c21baef9185a3e4c83ebc56a5dc4e28bd79fe0ef103,1,1,1
10407,27e20c3deab87bb3d0d74396cbf03c4b326051cf83620d5f254ab776c08e691f,1,1,1
10408,677319b74dada370af5a70921cabf16ec5d5f9b2edf3d2c2f1e83f76895fe6fe,1,1,1
10409,472bac8491095b6849cf40c8f7f47d3ecf06648b6e54a3ea70979cee154e52f0,1,1,1
10410,5c854a7ba1af2ba7dc31f685f17d3f3923c8fbc95a4a75a75eec83a305ae8074,1,1,1
10411,08fdd0649a584233808caacdcd7939b97213d8b920f9490a069523cf9d59987f,1,1,1
10412,6f6a1de8834a684218d095681699bff9ce2477a0a4e7954d9013bea5c595c4a9,1,1,1
10413,4069bbd889f045f6e2edd9efcd952273f15294d7d8d4a8a8eb2b0110b636e96d,1,1,1
10414,5e436e62069e883276f70442c19bdbbee44a600124c466ac372a4783f113e5f9,1,1,1
10415,374742372fd2b7e36fe276db82d0cd3ccbf989420cf7900b7402d87153954796,1,1,1
10416,b910b5fb18b9e6f6872f399c5ab1b82fe2099342fc73243e34df8a787245f0e8,1,1,1
10417,562a131dc335438dea02d1c449b918afd30475deaf196141e4e7f59ef1c5d8cb,1,1,1
10418,ceae29616657f2ff4eb651eb659336c46b72efe2ce2ad66509f52445841eb88e,1,1,1
10419,ab13277ff06171a4a059a847aa8d4f1177d599aadf0ad8436fde86c64e072241,1,1,1
10420,d53abfa5f560e2460b017d89b8d6748055fa41fac3bf4c1f00cfe3625968bc54,1,1,1
10421,b8ea03303504bf1c209c236d5ce6bfabb464aac9579758bb604313d3aa58dc78,1,1,1
10422,72e26b65682d52bf1daa792a90dea5694a9144fd9a260bec8d78def244f4c25b,1,1,1
10423,e33eed16bc7f2fda26a849e29578a4e42c69fffe91b8d8f6b04e23dd6b9dd50c,1,1,1
10424,645d80b8b3b4c2396b0d328b62e8cc587a4f20b51f012d52183ac4f4b368b060,1,1,1
10425,e351883dae09dd5c425757ccde01b4ec59109c7ce67b5bc17683c7f3bb871709,1,1,1
10426,daad20ebce99b4f85fb21a228b10c54991b9575784de0d1d2c6f16fb186b2b61,1,1,1
10427,a44eda8df46a4cb9d598418c1659918028363f35898603fe16c3e693c22f6996,1,1,1
10428,a8f706a2bd2912da626e0b5acf3adc5699d58c769daefe55577ba726219431d7,1,1,1
10429,320e4962fa62d18d47d4f02a7064d856cd4dc64e5a9c56f09ba58e7d0c9faf85,1,1,1
10430,73a036d84050dee1b6fb9edcfc4eb4e78dfb725f6db4009f0f091b1570aa91d9,1,1,1
10431,4ef1adbdcf04e0b2c7b3a5006f3a8ec275fc9402e1cf52700c86a1fcf41f2307,1,1,1
10432,52b434b00a21b301ddd267cd47436699decf914201a3c0f0b2927275db5b0d1b,1,1,1
10433,fc9c60f179ac63ef6616c57b5b5d57901de012af883b0ab45c77f35e793e078b,1,1,1
10434,26e720763f4d08d9d0a0fd8c15385179e32fbe2164ee5540bd199f6f2b41dce0,1,1,1
10435,1fd374571420b2ef8cee7ea7b0567c1ec88ea5d3f6b932c8ff0a59d036cd3e73,1,1,1
10436,3e929ff122cc5787d0e638e6e9b7a19ffbf00dd6635b6f569b0ae8de36996fdd,1,1,1
10437,172fc3c0f9c19b41b1f792d541baede6eefa69dcc5ca28aff2b4f9de1b95abee,1,1,1
10438,772fac0459b8176d8962f88e7c84fddbfe1405e8dd0d400f01c92164b509f7b0,1,1,1
10439,dddb25451307ac51efd1471a03f098a042f75205bb09d14c76a24856430ee19f,1,1,1
10440,a96a3caf298748c4abcb0310c3febea297f40953a88590552a279e297605e05e,1,1,1
10441,ed489a2bb985d88b18dad69c43a04eedecad29dadb41e370bb8187e6578eac36,1,1,1
10442,62177d562f1f6c54c6e0bb3b17b6f3dcba0f7711b0ddf752c769883f2d4d6dc1,1,1,1
10443,305b62e5b804c075831b6d429d043db472867e441c8a167dda0542ca83754b2e,1,1,1
10444,16ab0fea260d1b375ecf371a7cdde2bf3e495c10fa9e1b09b4f8ca9c6303cde5,1,1,1
10445,d62571a0a03714ee567d659b8a4040d56ec558edd5911595681516dc19cbaf1c,1,1,1
10446,8dc785ff9275f0cf39926a6a38fb070c50c44712e6e22f158a20116d6464d736,1,1,1
10447,b09aa6f0639e5fbdf9272d0ee2af00376bc4dff7d3d55e45f8c9a556dfd6b25f,1,1,1
10448,57311ce3adc4c24e31824bdc13f0fedffe1a01b81de098c530de505f913ef43a,1,1,1
10449,75a0e2f21c2e0850bdcd19e1d951e9da470328877cc7e128786414cbf41bdd4f,1,1,1
10450,4169d73773a7ff3bdf5d288b8107806486421e32415ffe4d9f9bd9469bf386d2,1,1,1
10451,34d15edf0efa50dfe497cd6f73dbfc2cb5a6fd92aa147aba22d3dfa49cc8c363,1,1,1
10452,4863f2e78b6bc1c745ba949613e87782b8cfdb210feab90f56b0cdded14b67ef,1,1,1
10453,485ad4a3f1a6745effb92e629964d13f7c997f8c0e149e5915062229bc05e5ff,1,1,1
10454,51ba5cd2b98c5e0810a95b475aa3b023cd4563710ab32bffdc450f31292d7012,1,1,1
10455,4dcb1b75a4a1546ed735c7c4e438ba741a15dae1381168ada593e4770448bab5,1,1,1
10456,624dc6b40856bb962b03a781fbf5f1eeaf8bb9e6ff1a3c3e7132a22968ae6193,1,1,1
10457,cd4ecc4b2b69027bbfe6c1927dff38f1af4e06d91959009503982f93b17b4187,1,1,1
10458,ea8d8c508fa8b8798a72328737beb5add6f562b5d46a050c5862b6b08f4b3d39,1,1,1
10459,d7d3cc65ab77672a2a69b28515008884f384cb83d0b8c906bf545cb1bd9a487f,1,1,1
10460,97e2967c6d1f0cbf5ef1f49dec9d571f59634fb5aeabd5aa98570ff7bc38bf09,1,1,1
10461,3d4737a988dd73307551dd76d10bfec1ec352156ac581b76b3fd02f11ca98139,1,1,1
10462,9cf7dd6b63826e31f22c8ef0a3ee29f461f4b2d416bb38b77ed2af4b2895b087,1,1,1
10463,20ca282a5c6091448b107e5eda69b12e8fb50117df05c4b2d1c34852f441d37d,1,1,1
10464,68d22bb37e6a82022606e39656baaa5cedbf7eb575e54cf5b95a903bf4eb9cd0,1,1,1
10465,76d61f7217b7ba03ea28c51fd5253e40feaae64e5ff82b77c3e49b8979badef7,1,1,1
10466,975af9243f4675826701d01405260aaa2cce6ed1ec4c5bb77681286ffd984a77,1,1,1
10467,5977072d77a628beb26c48c6938206277dfa63ecdc327aaa8bc148f737bfda13,1,1,1
10468,6e5507fb3f4825bc0f02ebdee72c8d30968f68f06dc075e71e064e37f29a5326,1,1,1
10469,3a9687109248d46298e7fe8e853d775c6ced22c29494292dffcc0005bee2a4d7,1,1,1
10470,a551df1bee11ca48c6ee0f66adb61f88a3438da97abd26dcd98c8b4380274f4a,1,1,1
10471,566db5d4e99538ebdd94654657a2e13f17c76d07342ff7a6711a284364446ad6,1,1,1
10472,d7c195efffc57361e368208ade090881e412ad19afc9abcfe520a41c77e43d38,1,1,1
10473,c423ad05a725a004df88eea07aadca73c2ff60199811c63b4e063736db01f6ee,1,1,1
10474,52a3ec8eb4d6b23239a625c6ddf84ef46580856693f3f7f2373be4128e3de41b,1,1,1
10475,85e224c3a2c8fffd516efa79d03b359237e449a352ad9a6499651492858e5f6d,1,1,1
10476,70b21ba15abc7da33308373a9d81d6429c3c64c4687de4d83c079f82d84771be,1,1,1
10477,4f118fba090bceaa634a1e1f7c3bfdfd33a68c0a1a8a5bdea74964592adcdfc6,1,1,1
10478,211f7853d7ae5bb3321f7d66aafca4606cd935c5d8fa1b04c6e159885d07a486,1,1,1
10479,6dae13c8e94a05dd74e97c393911dbac7b08437292d4d9c277ed4e22fd4eacfd,1,1,1
10480,03139c7bd5f2c9c9f5e63f8a7a72b0255a6dbe30e3a02d99ea759f68adab19bd,1,1,1
10481,e073b8665b361081be93a11094123b362136b025b4b5839a661cab30357d6e5d,1,1,1
10482,7f2c6f69ce6cdbb8ca7f30cdb0b94e2fc62b3427e3a0a7ad55b0b0df312a0335,1,1,1
10483,39402fc2e51c298f376583544de041a7065c06fcf26d130f58c9c9d96488ea79,1,1,1
10484,66514045e809af9985b97ff4c0a67445652ddd0e92967f104e41cc138cdb5ad0,1,1,1
10485,51508cceed7fc7db655f1f1f1758aca09e229fe901fb28c8e1ac5f7baf474ed7,1,1,1
10486,3011b89dedbbe528f221dd7f67674b15d773a467dd80100cd5ebec77e97341cc,1,1,1
10487,2380860f07c022433974c9c5ab33063fb5a155a521796db1cb7a803c0f285838,1,1,1
10488,8e1a5b6ccce4098ee948825d701de6789d8fddba945665dcf91960387cf64ed4,1,1,1
10489,26beef97e0e291b51b441936a722701de27841e957ef4355e4016deb61cd92b3,1,1,1
10490,99845932a09b2900045c4ca17675c51d07565b4576ca7e854d398b8f55deaf45,1,1,1
10491,5d3839e6d048a8253f4434448bf496de27570e57005228e2bcb2d1055ba744ba,1,1,1
10492,a0df99092159069e831795dc48b3bdc076de332a4430662e0902dfc5f62178b3,1,1,1
10493,b3a43368f2cb8d80de094cfcb990812396874c046c96d033b1c82be5a052f2da,1,1,1
10494,a869cf03700223814bb3e300786d13490f678694c7016440c006c841991fe3c7,1,1,1
10495,15956e9ca1c075f27576ab78b802e033ad519ad42fb0494b5c423ff0747efe0f,1,1,1
10496,f9f3aa317490a9e00e2b41d50b5eba7d389456ed51f342dd203beef56f80087f,1,1,1
10497,84c9178295a190477ad1d0b6436e6455c1ea518689a2937e17c0fa08b5e39abb,1,1,1
10498,19069a075d351f2df252456a45137785f94afac9847ab020dd83eb0da7991612,1,1,1
10499,e12aed461609d2823ef648931cdb8d138a65422616e9e8844bdd8233ee506766,1,1,1
10500,50575ccc0191bb485e364adc50dc4726b881ebf6207719b3cfd0fc751f2d6bca,1,1,1
10501,5345ea8b010ab0f2bf48c40576c35ef7c34f2c2b71c38c9460857b9934857bb7,1,1,1
10502,95befc3dfc306690169918d2b85eaa4d03802d2c604ee44e9f009b76a6912783,1,1,1
10503,fe8004b1ac81575f267b00e86339efe34e6643528377644e693c0992fa0cdbdb,1,1,1
10504,d77da6758d2ec4117b2d7e68864ca467f76c80353542a15bd0c699e0972521b3,1,1,1
10505,6cccb699723a8698f1a257208bb5cc5831e08a539069aa3c0412a54e43a23f60,1,1,1
10506,a168bfae2dab2323377ee2c181f26a005ae4e66aebcb8c289c5b45d4c635820c,1,1,1
10507,bb42410485b2fcdac4b18213c8cccdf62c8c7e7b6fa4cc766b115fcc86d22c0f,1,1,1
10508,7ad6c62ff7f7b1357bee1529d265ff2166ddd2bbf82739b5c0978ffc92c580bb,1,1,1
10509,51999b46c197a3da5a7197053bfbc31ed6c47f5de9bb244af8c3120385aa26ee,1,1,1
10510,675a49558c9cce2a975c19b319d809bbe1e2d1478917dbfd4382402287fd2a88,1,1,1
10511,4f75764b3aeb34a0fb321dcf0b89ae560af4cfa2c787f63a1aef48f8bd437dac,1,1,1
10512,08e8eff6efa17a09026630b5181bed61ddf24ca67e76af7fa979fcead96a6ee0,1,1,1
10513,64147537a6910aeb42c013e1a3a1e19d2b91283690067a48ebc25ecd904c5ab2,1,1,1
10514,98fb330583c86c465dbbba82e659c9045fb3e13970013dd8936b40844644f8a2,1,1,1
10515,5125470d1b7f0fda59aeb606367e4947a93c3e15ccc1b626e83a75904860f0b1,1,1,1
10516,d8498b36862e421166c3f70d134108cbd2c8bd78e1dcb68aa1d1a3ec72c49eed,1,1,1
10517,648fa5ad89df7c4931b665905e5f7c08f29a09657cb8d08de24ef7523f1aefa6,1,1,1
10518,aff34d81231b88adafdff28625db1b29785699af6bc9e5052a75f4206e07e349,1,1,1
10519,a775df599914ce73389486222f24c16a86324335d84f2c6a7cfd69d8cfaa9df9,1,1,1
10520,03382c761df075f03a7d8af827fa437fcbb2813784e4566ed8c34ef90128dc99,1,1,1
10521,ead34f6108c7bb792cca1018c9d766679394e19631f7670e82dbea3ac136103f,1,1,1
10522,3a60eafb9993d1e1cd15d9bdaee9be5eb40834a83475c5e492cae34984dad842,1,1,1
10523,979d69c5393df58803b25ea0809166d939b578a0804314f58eb6acbcde8e1491,1,1,1
10524,24ba3369f994805d47d9d2812e31d4411c94d5c0789cfd94fd0580784a5e84a0,1,1,1
10525,eb34f426863386660dc33c271dc747a145b3b28c05b8a17d15a1f0fe25b39c1a,1,1,1
10526,2f6b7c05b25dd3168dace38334f6d59e68a8ed48ef18c5b3d91ef65157d117ac,1,1,1
10527,ff42fa5b5f5b51e89e3b31e1e9eddc855f1267200976ea239e0af2c93b537028,1,1,1
10528,149f732734e440ac31163ba5ba5728ddda578d909af071ea5fa5e708cce75c3f,1,1,1
10529,b3f5b7682e08234e4c30c6b977d082428bf26f7ea824014cc463b53fddb7c752,1,1,1
10530,01b9e21b1228ba14a612931f7d569052d979deb27c7e236382d9ba029459e6c9,1,1,1
10531,0cfc5072f47b793175a516f09d98596aa13616170b96c8bb5753ff56557e5ff4,1,1,1
10532,40f24049c68c426f194a8a7eeb8310c653418c829e3cec192ad838e1eef5527e,1,1,1
10533,62dd518ff1c4f250ea69922ce170d35b34fb1cf5c2b367948e3ca8f8b41ad056,1,1,1
10534,7c4d6f0deff4c6f02ba6fe94d2767fe774dd8f2487b51402a0d99a061390849f,1,1,1
10535,748ab333920025b2308e577394fb94af32e3604ccc5a6faa139a86caf6707802,1,1,1
10536,4914636790726dcc055041f225be55f57c7286de2748b30b19e8cd8ccacf9863,1,1,1
10537,c7130529a0d05668eacfff00baf6932434f72ebd354953efa42a9bf2ac5a75fe,1,1,1
10538,d3c248f74730aa924e4f761e912242030a39cece3c76285782582ed84752a1ea,1,1,1
10539,11e6842768ad61d8a1be67894887f2793300393c474f747c63db64d914af603a,1,1,1
10540,e8fe00ee03c40b63572c2a7342ee86811b22a439d67a473ab7f5a4e303917c1b,1,1,1
10541,16bb518c0eb8216e7191292493b3fed7bc878ea7e2431f2d00f9ce49733b14f4,1,1,1
10542,8f26eb645dcb0d7d40182d845ea154de8949ee032a5bc372419d793e666d4ff6,1,1,1
10543,1a79f43fd4119846a7771cb70583a8ed05e12e58d12e62e1acae3a75f8c9f17f,1,1,1
10544,b382d16009916ba6a20ce95fc2f37dbbad5667e427d7b000b95d007bb0f36d59,1,1,1
10545,93c7e4f3de15ec905a21e00dbfe689b593288d2223932dd106ab166b1249a27e,1,1,1
10546,4ebe0a1a48525f9a51b6e9ead40e16524b595e1467e589817396e14127c1756b,1,1,1
10547,7d7cb0f0a6177d1cf8f52959e4a07aa82bde07e151e4a91b9bda996f373bb2ce,1,1,1
10548,9148ac1c86b616342e9c823019e5cfb38dd379db5d90ca8f5615614ecb476e2c,1,1,1
10549,dbceb90860453d8956d907899b3dc0b617ff617c1a5868130b30049c3880d387,1,1,1
10550,30fe31d2808619bebce35dca44c734070715eca2c20a766ce16b9523b682d6bf,1,1,1
10551,476810deb75a073777f7e88eeeb11f1b42df9da82516b1d728342cfa35b5204f,1,1,1
10552,605cf34891987f0ef38d4131b458da67a41449e162749b9fb06175fdb8e356dc,1,1,1
10553,73a33e00c7224d9f4911a2a3eaebe63aec9755ab06d62b5e0fbffd4fc3abbd26,1,1,1
10554,2aca93eeb5484f40788d1627c36b30b424c670e8bba163639c13c763e7d4b3fe,1,1,1
10555,3bfda9ab24b967642deeef2cc35ad58be4cadd1ba6a4ab1d61df6ad42f7f798f,1,1,1
10556,9b62b699bc67cf53ad8aba66e057cc50d1128dadba0afc3250c58bb732693bcf,1,1,1
10557,86a2a1338947b872cec19c80cec66ab11dcb46a903d65361a384b4ec2b771145,1,1,1
10558,9054127126b7681a42ec15dd4dadd8c894cd5348d3a03eb38fb0fdcd5cbc3bd9,1,1,1
10559,c37a85680e32be595adb84167ad680984d561c8b52b1b0425595bbee68d6d83a,1,1,1
10560,f2840ea97854b301f51e16332066ec706945b8a6e5829668df1ca18937cff298,1,1,1
10561,0687aceac2f38cd0b423e17776eac807fcddadcad61d7ff0dc1a2f255ef10d29,1,1,1
10562,b231334144c2665a9e361cbb0a53f8bbc703aca9633a2f50dcda920761609f14,1,1,1
10563,e5d6b802c33fce28946992b8b6323f0e424fb2f6a3ddfad32ebdbb0f3988256f,1,1,1
10564,f05c200b57983d26cf5e33fcda20e31c1bbaafd9e06b1a8d0c321529cae575c1,1,1,1
10565,b21dc057ce867b1227efd456ee3f143c6ed4effb42bd0e7296e9b9add2fc5877,1,1,1
10566,1cdf0deed7db5fb9ac1f2a5028aa71969472c1e75d86b92ab2c5c3201e87a980,1,1,1
10567,c407f4ec5a9f35b0e2054e381aca8ddefc2e78f356d531b38635e7a2702438de,1,1,1
10568,eb90a9883f122b2bee5f8699c2729499b83c5654be04f6ddc0091d6aab4d752a,1,1,1
10569,538cfe07c6957d25361e3471ae82fc681281502fb458724f4cab7b2719c9c83c,1,1,1
10570,eb0fc345181bde44645ee8ab2c5cae65a403d09ba8cd5fe6f986be8aaed82925,1,1,1
10570,1159caa72f2eb97637dbd3c4e600eb3d408a5db0a64b2a80cd31b29c49f1ccbf,0,7,1
10571,858ae21f514d9643937ecee38db15d3b663b566d0138cb4c9e17198c94899b92,1,1,1
10572,d5d22a689621f5160e05448f766b5c272cd61170c48b6d9de9433c4fcec9c31a,1,1,1
10573,a54eed901810361dd08f64665b3563f7fad17ca27ee71e825520ec4406eed3e5,1,1,1
10574,9787d7e559f9be468778afa3f5baa0076b490fcd6ad7cbd64cda8b36ca1bfc52,1,1,1
10575,85592c567094560fa79df1b60339be35a3377e004bb5da0f63320cc36e837da4,1,1,1
10576,0c20cc02235d0489c474282b86ceae5f1ee3b7e1db852cf8086207a680f0a007,1,1,1
10577,7969b6284d7e6e0266b43ae9239918046e36eb42eb4d9dba7c51c31d3377cd5f,1,1,1
10578,e43302a173cf83a5d0b0fd82791c3811203a3361c881fe4d3129a83e52896a5f,1,1,1
10579,29616f8dc24b002db526cdf6178b9d670e71a5654b147a74ece7e11eef132227,1,1,1
10580,682b25d017dfa9c9f1981ac6a2320bb5093f140100e4bfd8c71ee2aeab1c1628,1,1,1
10581,b61c3c47996718980b7b764a482b7aa32176fd7ed665894670464a300eab88c1,1,1,1
10582,a09d842b8cc7bc0ed1594f08b36e27326c072bf6a1f643afcb123abf63085c91,1,1,1
10583,6c7757a558c5f2f0e490a0c4c796f83eb8afb55bd76c4f1b28535dace8ab2cd7,1,1,1
10584,ed5757d893e3492faa65c4f42fab141d1c75980e14552d7a760a246484c223e0,1,1,1
10585,95d2615d60f41a6ccf77a0405d785f09b5dfad7aaeeba11d9553f1bc8149a75e,1,1,1
10586,0a8be5d531c7bbcaa6ed7cba1498cafd15b577e0f63f3b76ede23750733bf107,1,1,1
10587,6357861dffba109df9a2a1d699b23c6dc5081783620009f7166a635327c470f9,1,1,1
10588,30dae411604b96ff974a9fd8a2904791b77a806ffa61ac938fad16f82cf1b44f,1,1,1
10589,6a757270dee74b133f30165eb7612f65e42f7fc6174baa46f606d44b04573dc1,1,1,1
10590,d71820332d2e1862ef52bfd4e8957ddf343b54eea973bc1d8f91e305bdfcfbcb,1,1,1
10591,1c302d21bc3544991073010f2350e7d8596c490570409e28c334fe5267d1ecd4,1,1,1
10592,c80118f03fd262a3528d770d4d99ab7e010b4552d9c5f2694cbf0c34d20588b5,1,1,1
10593,6a6ec922d00c6e4648161499d3388d246192b892c9e5748cfb9b9d4166322dd0,1,1,1
10594,e91682525f9528a8b862131709559cc3ebf61a094e7e69f1b6f24e1cd7d8c6d0,1,1,1
10595,8a94b76f20ba4ab07981e065f120cc423713105e2a4ed334ddc789ca276025e8,1,1,1
10596,5e1670a2345212dbb767f5f73570f4a7aa267d794b7e824395eda73d5527c6d9,1,1,1
10597,6575b586ae67547551d6e5cdac2e42f8ee995334c167b0d0a2557c0ccb3592d5,1,1,1
10598,97a310f6928e41091fbc0dc1a3a92738a99accc1ee0b97e5ecfe9291003dbdd7,1,1,1
10599,22ed621858227fa61d362721b0dbc3f9d92ea92a54e397d154fd67510706797e,1,1,1
